dataset,model,feature,feature_label,repeat,average_precision_decrease
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,13,0.653877626456
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,14,0.658131012232
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,15,0.665506613682
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,16,0.6739100296
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,17,0.651382194345
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,18,0.652961645704
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,19,0.637799018527
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,20,0.658147537554
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,21,0.667291920499
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,22,0.665288073212
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,23,0.624899691045
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,24,0.667087094466
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,25,0.642462967927
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,26,0.664961587235
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,27,0.640367783848
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,28,0.666074334474
htru2,random_forest,profile_excess_kurtosis,Profile excess kurtosis,29,0.670683712744
htru2,random_forest,profile_skewness,Profile skewness,0,0.0136686504789
htru2,random_forest,profile_skewness,Profile skewness,1,0.00821310702451
htru2,random_forest,profile_skewness,Profile skewness,2,0.0135297322026
htru2,random_forest,profile_skewness,Profile skewness,3,0.0238836349301
htru2,random_forest,profile_skewness,Profile skewness,4,0.0151476546632
htru2,random_forest,profile_skewness,Profile skewness,5,0.0135826271839
htru2,random_forest,profile_skewness,Profile skewness,6,0.00938295553087
htru2,random_forest,profile_skewness,Profile skewness,7,0.0198901003929
htru2,random_forest,profile_skewness,Profile skewness,8,0.00820271674395
htru2,random_forest,profile_skewness,Profile skewness,9,0.00950476702047
htru2,random_forest,profile_skewness,Profile skewness,10,0.0136431439089
htru2,random_forest,profile_skewness,Profile skewness,11,0.013962848298
htru2,random_forest,profile_skewness,Profile skewness,12,0.0196353016091
htru2,random_forest,profile_skewness,Profile skewness,13,0.0195208211365
htru2,random_forest,profile_skewness,Profile skewness,14,0.022541389862
htru2,random_forest,profile_skewness,Profile skewness,15,0.0228311315621
htru2,random_forest,profile_skewness,Profile skewness,16,0.0165209066359
htru2,random_forest,profile_skewness,Profile skewness,17,0.0246423292526
htru2,random_forest,profile_skewness,Profile skewness,18,0.016766277885
htru2,random_forest,profile_skewness,Profile skewness,19,0.00984327166406
htru2,random_forest,profile_skewness,Profile skewness,20,0.0102268751791
htru2,random_forest,profile_skewness,Profile skewness,21,0.02071405847
htru2,random_forest,profile_skewness,Profile skewness,22,0.0150533881417
htru2,random_forest,profile_skewness,Profile skewness,23,0.0131278016256
htru2,random_forest,profile_skewness,Profile skewness,24,0.0166603858218
htru2,random_forest,profile_skewness,Profile skewness,25,0.00540089055235
htru2,random_forest,profile_skewness,Profile skewness,26,0.0224084307027
htru2,random_forest,profile_skewness,Profile skewness,27,0.00957327810841
htru2,random_forest,profile_skewness,Profile skewness,28,0.0227088387757
htru2,random_forest,profile_skewness,Profile skewness,29,0.00893697486272
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,0,0.00421368909394
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,1,-0.000832481847723
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,2,0.00439616376647
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,3,0.0067050504204
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,4,0.0045835950629
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,5,0.00338084178443
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,6,0.00300040144521
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,7,0.00646927207798
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,8,0.00436361892632
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,9,0.00248914948647
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,10,0.000146620963779
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,11,0.00420268183346
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,12,0.00680098514448
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,13,0.00380478254228
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,14,0.00699988553902
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,15,0.0082909552134
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,16,0.00500443893603
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,17,0.00691285502491
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,18,0.00505119385883
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,19,0.00470478694188
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,20,0.00522576915941
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,21,0.0061028523664
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,22,0.00271317324581
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,23,0.00550119520264
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,24,0.00569279795759
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,25,0.00477793504899
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,26,0.00149050917307
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,27,0.00488817701687
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,28,0.00355464716592
htru2,random_forest,dm_snr_mean,Dispersion-measure signal-to-noise ratio mean,29,0.00741232440212
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,0,0.0200540410079
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,1,0.0141667201988
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,2,0.0158491116907
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,3,0.020322821048
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,4,0.0165905958667
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,5,0.0167460207133
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,6,0.0171666809196
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,7,0.0226124714668
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,8,0.0101650862706
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,9,0.0163581527911
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,10,0.0114346060937
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,11,0.014239514792
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,12,0.0229376420265
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,13,0.0162424619138
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,14,0.0236911043111
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,15,0.0272768145645
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,16,0.0189027170029
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,17,0.0211238061481
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,18,0.0194114966606
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,19,0.0174435402041
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,20,0.0216147881982
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,21,0.0237468561418
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,22,0.0170557295641
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,23,0.0200916259679
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,24,0.0179178974281
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,25,0.0174204351814
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,26,0.0146750724797
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,27,0.0211688265076
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,28,0.017897572586
htru2,random_forest,dm_snr_standard_deviation,Dispersion-measure signal-to-noise ratio standard deviation,29,0.0217652608117
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,0,0.00432933351036
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,1,0.00210634288548
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,2,0.00519885307022
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,3,0.00735416379412
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,4,0.00522913264458
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,5,0.00282797565042
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,6,0.00411454726215
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,7,0.00650218868136
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,8,0.00510320670932
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,9,0.00342934004907
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,10,0.00359813700479
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,11,0.00536298624895
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,12,0.00498588450331
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,13,0.00340844036395
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,14,0.0072430432664
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,15,0.00697098930247
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,16,0.00414935960823
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,17,0.00706176724877
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,18,0.00597904301749
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,19,0.00504893768834
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,20,0.00508612600066
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,21,0.00407512360402
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,22,0.00348627889343
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,23,0.0045386231468
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,24,0.00616621813552
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,25,0.00529700872292
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,26,0.00186552119149
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,27,0.00524238607754
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,28,0.00505860564722
htru2,random_forest,dm_snr_excess_kurtosis,Dispersion-measure signal-to-noise ratio excess kurtosis,29,0.00747297196328
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,0,0.00249763849834
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,1,0.000642916561535
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,2,0.00302100737254
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,3,0.00850903967549
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,4,0.00619757793421
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,5,0.00147523829876
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,6,0.00272973459696
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,7,0.00687409088003
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,8,0.00439972693388
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,9,0.00188711855776
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,10,0.00178823457378
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,11,0.00705433700505
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,12,0.00419119767329
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,13,0.00248330526275
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,14,0.00792732179262
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,15,0.0112242599691
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,16,0.00403839943735
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,17,0.00780278472558
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,18,0.00266131935214
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,19,0.00365332323726
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,20,0.00267805803684
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,21,0.00232128400065
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,22,0.00247912457065
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,23,0.00404029128525
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,24,0.00524711457233
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,25,0.00427240854657
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,26,0.0018188168333
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,27,0.00541261265004
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,28,0.00281248086555
htru2,random_forest,dm_snr_skewness,Dispersion-measure signal-to-noise ratio skewness,29,0.00792420043297
rice,logistic_regression,area,Area,0,0.0930502724069
rice,logistic_regression,area,Area,1,0.103612564676
rice,logistic_regression,area,Area,2,0.126372574598
rice,logistic_regression,area,Area,3,0.100092597058
rice,logistic_regression,area,Area,4,0.101134106904
rice,logistic_regression,area,Area,5,0.11320905624
rice,logistic_regression,area,Area,6,0.0914013949768
rice,logistic_regression,area,Area,7,0.116465143814
rice,logistic_regression,area,Area,8,0.0926607901464
rice,logistic_regression,area,Area,9,0.0985112432115
rice,logistic_regression,area,Area,10,0.0966898151839
rice,logistic_regression,area,Area,11,0.0959170871208
rice,logistic_regression,area,Area,12,0.110383124936
rice,logistic_regression,area,Area,13,0.107191006442
rice,logistic_regression,area,Area,14,0.0943706876107
rice,logistic_regression,area,Area,15,0.0927352884182
rice,logistic_regression,area,Area,16,0.101380617922
rice,logistic_regression,area,Area,17,0.11519006123
rice,logistic_regression,area,Area,18,0.110605074389
rice,logistic_regression,area,Area,19,0.09686990097
rice,logistic_regression,area,Area,20,0.103412108057
rice,logistic_regression,area,Area,21,0.0990413707276
rice,logistic_regression,area,Area,22,0.0994936515564
rice,logistic_regression,area,Area,23,0.0974791599907
rice,logistic_regression,area,Area,24,0.0990632239043
rice,logistic_regression,area,Area,25,0.108811902613
rice,logistic_regression,area,Area,26,0.100282413888
rice,logistic_regression,area,Area,27,0.0901226309963
rice,logistic_regression,area,Area,28,0.101140612163
rice,logistic_regression,area,Area,29,0.113995798854
rice,logistic_regression,perimeter,Perimeter,0,0.0245259119983
rice,logistic_regression,perimeter,Perimeter,1,0.0272778397977
rice,logistic_regression,perimeter,Perimeter,2,0.0430644227984
rice,logistic_regression,perimeter,Perimeter,3,0.0351677098927
rice,logistic_regression,perimeter,Perimeter,4,0.0323840272873
rice,logistic_regression,perimeter,Perimeter,5,0.0362923782013
rice,logistic_regression,perimeter,Perimeter,6,0.026201795199
rice,logistic_regression,perimeter,Perimeter,7,0.0392036459061
rice,logistic_regression,perimeter,Perimeter,8,0.0279775709891
rice,logistic_regression,perimeter,Perimeter,9,0.0309552665313
rice,logistic_regression,perimeter,Perimeter,10,0.0292926802114
rice,logistic_regression,perimeter,Perimeter,11,0.0251550790444
rice,logistic_regression,perimeter,Perimeter,12,0.0392565470377
rice,logistic_regression,perimeter,Perimeter,13,0.0282282595868
rice,logistic_regression,perimeter,Perimeter,14,0.0328058728465
rice,logistic_regression,perimeter,Perimeter,15,0.0295909725547
rice,logistic_regression,perimeter,Perimeter,16,0.025847784499
rice,logistic_regression,perimeter,Perimeter,17,0.0398448167193
rice,logistic_regression,perimeter,Perimeter,18,0.0354660115502
rice,logistic_regression,perimeter,Perimeter,19,0.0321938965159
rice,logistic_regression,perimeter,Perimeter,20,0.0310449211826
rice,logistic_regression,perimeter,Perimeter,21,0.0324843546683
rice,logistic_regression,perimeter,Perimeter,22,0.0291047967149
rice,logistic_regression,perimeter,Perimeter,23,0.0329531441751
rice,logistic_regression,perimeter,Perimeter,24,0.0340929422925
rice,logistic_regression,perimeter,Perimeter,25,0.0285233805006
rice,logistic_regression,perimeter,Perimeter,26,0.0384100279553
rice,logistic_regression,perimeter,Perimeter,27,0.0332814452158
rice,logistic_regression,perimeter,Perimeter,28,0.033077586102
rice,logistic_regression,perimeter,Perimeter,29,0.0344363844108
rice,logistic_regression,major_axis_length,Major axis length,0,0.25740876481
rice,logistic_regression,major_axis_length,Major axis length,1,0.253725034548
rice,logistic_regression,major_axis_length,Major axis length,2,0.219672370781
rice,logistic_regression,major_axis_length,Major axis length,3,0.239578149477
rice,logistic_regression,major_axis_length,Major axis length,4,0.253645249038
rice,logistic_regression,major_axis_length,Major axis length,5,0.264262055989
rice,logistic_regression,major_axis_length,Major axis length,6,0.273991936919
rice,logistic_regression,major_axis_length,Major axis length,7,0.236621594953
rice,logistic_regression,major_axis_length,Major axis length,8,0.264886375399
rice,logistic_regression,major_axis_length,Major axis length,9,0.274079280406
rice,logistic_regression,major_axis_length,Major axis length,10,0.253351790154
rice,logistic_regression,major_axis_length,Major axis length,11,0.275280839018
rice,logistic_regression,major_axis_length,Major axis length,12,0.222758305349
rice,logistic_regression,major_axis_length,Major axis length,13,0.243043554245
rice,logistic_regression,major_axis_length,Major axis length,14,0.233272341627
rice,logistic_regression,major_axis_length,Major axis length,15,0.244335682001
rice,logistic_regression,major_axis_length,Major axis length,16,0.236088940341
rice,logistic_regression,major_axis_length,Major axis length,17,0.228440689457
rice,logistic_regression,major_axis_length,Major axis length,18,0.262424329293
rice,logistic_regression,major_axis_length,Major axis length,19,0.264897309398
rice,logistic_regression,major_axis_length,Major axis length,20,0.257805308539
rice,logistic_regression,major_axis_length,Major axis length,21,0.237922205804
rice,logistic_regression,major_axis_length,Major axis length,22,0.262407608679
rice,logistic_regression,major_axis_length,Major axis length,23,0.235008753878
rice,logistic_regression,major_axis_length,Major axis length,24,0.251684883496
rice,logistic_regression,major_axis_length,Major axis length,25,0.255893212895
rice,logistic_regression,major_axis_length,Major axis length,26,0.263105803927
rice,logistic_regression,major_axis_length,Major axis length,27,0.263344257848
rice,logistic_regression,major_axis_length,Major axis length,28,0.247377317503
rice,logistic_regression,major_axis_length,Major axis length,29,0.254215224557
rice,logistic_regression,minor_axis_length,Minor axis length,0,0.019138501469
rice,logistic_regression,minor_axis_length,Minor axis length,1,0.0272227011829
rice,logistic_regression,minor_axis_length,Minor axis length,2,0.0286748605739
rice,logistic_regression,minor_axis_length,Minor axis length,3,0.0208819620639
rice,logistic_regression,minor_axis_length,Minor axis length,4,0.0190967439712
rice,logistic_regression,minor_axis_length,Minor axis length,5,0.0260363140359
rice,logistic_regression,minor_axis_length,Minor axis length,6,0.0208887963781
rice,logistic_regression,minor_axis_length,Minor axis length,7,0.0249028675021
rice,logistic_regression,minor_axis_length,Minor axis length,8,0.0209763153674
rice,logistic_regression,minor_axis_length,Minor axis length,9,0.0274747147343
rice,logistic_regression,minor_axis_length,Minor axis length,10,0.0205812888045
rice,logistic_regression,minor_axis_length,Minor axis length,11,0.0205647771187
rice,logistic_regression,minor_axis_length,Minor axis length,12,0.0241186406434
rice,logistic_regression,minor_axis_length,Minor axis length,13,0.0210080590905
rice,logistic_regression,minor_axis_length,Minor axis length,14,0.0236597202242
rice,logistic_regression,minor_axis_length,Minor axis length,15,0.0163904382424
rice,logistic_regression,minor_axis_length,Minor axis length,16,0.0237888417607
rice,logistic_regression,minor_axis_length,Minor axis length,17,0.0229904491811
rice,logistic_regression,minor_axis_length,Minor axis length,18,0.0287928590927
rice,logistic_regression,minor_axis_length,Minor axis length,19,0.0216430765492
rice,logistic_regression,minor_axis_length,Minor axis length,20,0.0289115459942
rice,logistic_regression,minor_axis_length,Minor axis length,21,0.0236265517023
rice,logistic_regression,minor_axis_length,Minor axis length,22,0.0220139399171
rice,logistic_regression,minor_axis_length,Minor axis length,23,0.0167043817327
rice,logistic_regression,minor_axis_length,Minor axis length,24,0.0212002808821
rice,logistic_regression,minor_axis_length,Minor axis length,25,0.0278573809692
rice,logistic_regression,minor_axis_length,Minor axis length,26,0.0195919934433
rice,logistic_regression,minor_axis_length,Minor axis length,27,0.0169703561711
rice,logistic_regression,minor_axis_length,Minor axis length,28,0.0188837041398
rice,logistic_regression,minor_axis_length,Minor axis length,29,0.0263182089489
rice,logistic_regression,eccentricity,Eccentricity,0,0.0121312495995
rice,logistic_regression,eccentricity,Eccentricity,1,0.0150280216318
rice,logistic_regression,eccentricity,Eccentricity,2,0.00727407360894
rice,logistic_regression,eccentricity,Eccentricity,3,0.00814009658063
rice,logistic_regression,eccentricity,Eccentricity,4,0.00793447478261
rice,logistic_regression,eccentricity,Eccentricity,5,0.0111758493879
rice,logistic_regression,eccentricity,Eccentricity,6,0.0131040432217
rice,logistic_regression,eccentricity,Eccentricity,7,0.00855308407741
rice,logistic_regression,eccentricity,Eccentricity,8,0.0112399790619
rice,logistic_regression,eccentricity,Eccentricity,9,0.0146462787421
rice,logistic_regression,eccentricity,Eccentricity,10,0.00883971861477
rice,logistic_regression,eccentricity,Eccentricity,11,0.0125609148424
rice,logistic_regression,eccentricity,Eccentricity,12,0.00814567786527
rice,logistic_regression,eccentricity,Eccentricity,13,0.0120338943381
rice,logistic_regression,eccentricity,Eccentricity,14,0.0109531947426
rice,logistic_regression,eccentricity,Eccentricity,15,0.00630138080575
rice,logistic_regression,eccentricity,Eccentricity,16,0.0128365100994
rice,logistic_regression,eccentricity,Eccentricity,17,0.00757387525766
rice,logistic_regression,eccentricity,Eccentricity,18,0.0109476430568
rice,logistic_regression,eccentricity,Eccentricity,19,0.0101221853816
rice,logistic_regression,eccentricity,Eccentricity,20,0.0141104920724
rice,logistic_regression,eccentricity,Eccentricity,21,0.013334978107
rice,logistic_regression,eccentricity,Eccentricity,22,0.0116120445499
rice,logistic_regression,eccentricity,Eccentricity,23,0.00584465887073
rice,logistic_regression,eccentricity,Eccentricity,24,0.00637739204863
rice,logistic_regression,eccentricity,Eccentricity,25,0.0166361578767
rice,logistic_regression,eccentricity,Eccentricity,26,0.00685260091965
rice,logistic_regression,eccentricity,Eccentricity,27,0.00794310242078
rice,logistic_regression,eccentricity,Eccentricity,28,0.00791275710122
rice,logistic_regression,eccentricity,Eccentricity,29,0.0110871231424
rice,logistic_regression,convex_area,Convex area,0,0.657444760005
rice,logistic_regression,convex_area,Convex area,1,0.649607657053
rice,logistic_regression,convex_area,Convex area,2,0.641869060955
rice,logistic_regression,convex_area,Convex area,3,0.649050073961
rice,logistic_regression,convex_area,Convex area,4,0.65512034616
rice,logistic_regression,convex_area,Convex area,5,0.648982794084
rice,logistic_regression,convex_area,Convex area,6,0.655589020341
rice,logistic_regression,convex_area,Convex area,7,0.647657259006
rice,logistic_regression,convex_area,Convex area,8,0.655632245361
rice,logistic_regression,convex_area,Convex area,9,0.655255315027
rice,logistic_regression,convex_area,Convex area,10,0.658058331359
rice,logistic_regression,convex_area,Convex area,11,0.655465230771
rice,logistic_regression,convex_area,Convex area,12,0.648985521831
rice,logistic_regression,convex_area,Convex area,13,0.647371356678
rice,logistic_regression,convex_area,Convex area,14,0.642455182074
rice,logistic_regression,convex_area,Convex area,15,0.656058159479
rice,logistic_regression,convex_area,Convex area,16,0.648125546819
rice,logistic_regression,convex_area,Convex area,17,0.648717510897
rice,logistic_regression,convex_area,Convex area,18,0.646374497641
rice,logistic_regression,convex_area,Convex area,19,0.654556513023
rice,logistic_regression,convex_area,Convex area,20,0.653444120029
rice,logistic_regression,convex_area,Convex area,21,0.6463302488
rice,logistic_regression,convex_area,Convex area,22,0.650130654283
rice,logistic_regression,convex_area,Convex area,23,0.646711314604
rice,logistic_regression,convex_area,Convex area,24,0.651452640077
rice,logistic_regression,convex_area,Convex area,25,0.651786615487
rice,logistic_regression,convex_area,Convex area,26,0.65597166091
rice,logistic_regression,convex_area,Convex area,27,0.656673773338
rice,logistic_regression,convex_area,Convex area,28,0.646632419607
rice,logistic_regression,convex_area,Convex area,29,0.643945840379
rice,logistic_regression,extent,Extent,0,0.000132055300127
rice,logistic_regression,extent,Extent,1,0.000107628288156
rice,logistic_regression,extent,Extent,2,0.000158150502329
rice,logistic_regression,extent,Extent,3,3.87178347353e-05
rice,logistic_regression,extent,Extent,4,9.80284105656e-05
rice,logistic_regression,extent,Extent,5,3.8317576417e-05
rice,logistic_regression,extent,Extent,6,0.000119039882196
rice,logistic_regression,extent,Extent,7,-7.32661145764e-06
rice,logistic_regression,extent,Extent,8,0.000162416472782
rice,logistic_regression,extent,Extent,9,0.000226812768924
